chrom	start	end	boundary_span	jaspar_score	strand	FDR	DETECTION_SCALE	seq_id	background_index	exp_id	orientation	flank_bp	spacer_bp
chr17	66344527	66344546	66340000-66350000	840.0	-	0.047629541970856	2.111212657236631	768	7	11268	<>	30	60
chr17	66346156	66346175	66340000-66350000	800.0	-	0.047629541970856	2.111212657236631	769	7	11269	<>	30	60
chr17	66498071	66498090	66490000-66500000	804.0	+	0.047629541970856	2.111212657236631	770	7	11270	<>	30	60
chr17	66490148	66490167	66490000-66500000	897.0	-	0.047629541970856	2.111212657236631	771	7	11271	<>	30	60
chr17	66343228	66343247	66340000-66350000	821.0	-	0.047629541970856	2.111212657236631	772	7	11272	<>	30	60
chr17	66493230	66493249	66490000-66500000	817.0	-	0.047629541970856	2.111212657236631	773	7	11273	<>	30	60
chr17	66342611	66342630	66340000-66350000	818.0	+	0.047629541970856	2.111212657236631	774	7	11274	<>	30	60
chr17	66498196	66498215	66490000-66500000	810.0	-	0.047629541970856	2.111212657236631	775	7	11275	<>	30	60
chr17	66490342	66490361	66490000-66500000	810.0	+	0.047629541970856	2.111212657236631	776	7	11276	<>	30	60
chr17	66340504	66340523	66340000-66350000	804.0	+	0.047629541970856	2.111212657236631	777	7	11277	<>	30	60
chr5	102419270	102419289	102410000-102420000	888.0	+	0.0476210645054998	2.111212657236631	778	7	11278	<>	30	60
chr5	102684541	102684560	102680000-102690000	824.0	+	0.0476210645054998	2.111212657236631	779	7	11279	<>	30	60
chr5	102416710	102416729	102410000-102420000	802.0	+	0.0476210645054998	2.111212657236631	780	7	11280	<>	30	60
chr5	102416274	102416293	102410000-102420000	802.0	-	0.0476210645054998	2.111212657236631	781	7	11281	<>	30	60
chr8	27253858	27253877	27250000-27260000	881.0	+	0.0476133728212013	2.111212657236631	782	7	11282	<>	30	60
chr8	25536065	25536084	25530000-25540000	825.0	+	0.0476133728212013	2.111212657236631	783	7	11283	<>	30	60
chr8	25537078	25537097	25530000-25540000	801.0	+	0.0476133728212013	2.111212657236631	784	7	11284	<>	30	60
chr5	129164138	129164157	129160000-129170000	852.0	+	0.0476035555387566	3.2	785	7	11285	<>	30	60
chr5	129163831	129163850	129160000-129170000	803.0	+	0.0476035555387566	3.2	786	7	11286	<>	30	60
chr16	74857958	74857977	74850000-74860000	880.0	+	0.0475895065623275	2.111212657236631	787	7	11287	<>	30	60
chr12	53996698	53996717	53990000-54000000	808.0	+	0.0475550051429279	2.599207668339954	788	7	11288	<>	30	60
chr12	52920540	52920559	52920000-52930000	841.0	+	0.0475550051429279	2.599207668339954	789	7	11289	<>	30	60
chr12	54095987	54096006	54090000-54100000	809.0	+	0.0475550051429279	2.599207668339954	790	7	11290	<>	30	60
chr12	54491455	54491474	54490000-54500000	832.0	-	0.0475550051429279	2.599207668339954	791	7	11291	<>	30	60
chr12	54092763	54092782	54090000-54100000	806.0	-	0.0475550051429279	2.599207668339954	792	7	11292	<>	30	60
chr12	53996473	53996492	53990000-54000000	812.0	+	0.0475550051429279	2.599207668339954	793	7	11293	<>	30	60
chr12	40843875	40843894	40840000-40850000	814.0	+	0.0475550051429279	2.111212657236631	794	7	11294	<>	30	60
chr12	53999764	53999783	53990000-54000000	813.0	+	0.0475550051429279	2.599207668339954	795	7	11295	<>	30	60
chr12	52922716	52922735	52920000-52930000	815.0	-	0.0475550051429279	2.599207668339954	796	7	11296	<>	30	60
chr12	41349243	41349262	41340000-41350000	815.0	+	0.0475550051429279	2.111212657236631	797	7	11297	<>	30	60
chr12	53992604	53992623	53990000-54000000	939.0	+	0.0475550051429279	2.599207668339954	798	7	11298	<>	30	60
chr12	40843875	40843894	40840000-40850000	814.0	+	0.0475550051429279	2.599207668339954	799	7	11299	<>	30	60
chr12	54099002	54099021	54090000-54100000	907.0	+	0.0475550051429279	2.599207668339954	800	7	11300	<>	30	60
chr12	41340194	41340213	41340000-41350000	824.0	-	0.0475550051429279	2.111212657236631	801	7	11301	<>	30	60
chr12	53995624	53995643	53990000-54000000	832.0	-	0.0475550051429279	2.599207668339954	802	7	11302	<>	30	60
chr5	36225390	36225409	36220000-36230000	863.0	+	0.0475500028254607	2.599207668339954	803	7	11303	<>	30	60
chr5	36025045	36025064	36020000-36030000	857.0	+	0.0475500028254607	2.599207668339954	804	7	11304	<>	30	60
chr5	36229030	36229049	36220000-36230000	815.0	+	0.0475500028254607	2.599207668339954	805	7	11305	<>	30	60
chr5	36028381	36028400	36020000-36030000	895.0	-	0.0475500028254607	2.599207668339954	806	7	11306	<>	30	60
chr5	36022638	36022657	36020000-36030000	839.0	-	0.0475500028254607	2.599207668339954	807	7	11307	<>	30	60
chr5	36224575	36224594	36220000-36230000	853.0	+	0.0475500028254607	2.599207668339954	808	7	11308	<>	30	60
chr5	36223985	36224004	36220000-36230000	896.0	-	0.0475500028254607	2.599207668339954	809	7	11309	<>	30	60
chr5	36020062	36020081	36020000-36030000	801.0	+	0.0475500028254607	2.599207668339954	810	7	11310	<>	30	60
chr10	109737246	109737265	109730000-109740000	809.0	+	0.0475358774123475	2.111212657236631	811	7	11311	<>	30	60
chr10	109735150	109735169	109730000-109740000	803.0	-	0.0475358774123475	2.111212657236631	812	7	11312	<>	30	60
chr10	109504885	109504904	109500000-109510000	896.0	+	0.0475358774123475	2.111212657236631	813	7	11313	<>	30	60
chr10	109500849	109500868	109500000-109510000	805.0	+	0.0475358774123475	2.111212657236631	814	7	11314	<>	30	60
chr17	73307054	73307073	73300000-73310000	808.0	+	0.0475255328032085	2.111212657236631	815	7	11315	<>	30	60
chr17	73804640	73804659	73800000-73810000	832.0	+	0.0475255328032085	2.111212657236631	816	7	11316	<>	30	60
chr17	73300644	73300663	73300000-73310000	804.0	+	0.0475255328032085	2.111212657236631	817	7	11317	<>	30	60
chr17	73302299	73302318	73300000-73310000	921.0	+	0.0475255328032085	2.111212657236631	818	7	11318	<>	30	60
chr17	73303410	73303429	73300000-73310000	979.0	+	0.0475255328032085	2.111212657236631	819	7	11319	<>	30	60
chr2	36009557	36009576	36000000-36010000	923.0	+	0.0475161103776171	2.111212657236631	820	7	11320	<>	30	60
chr2	36008256	36008275	36000000-36010000	931.0	-	0.0475161103776171	2.111212657236631	821	7	11321	<>	30	60
chr2	36009684	36009703	36000000-36010000	808.0	-	0.0475161103776171	2.111212657236631	822	7	11322	<>	30	60
chr2	36006086	36006105	36000000-36010000	835.0	-	0.0475161103776171	2.111212657236631	823	7	11323	<>	30	60
chr2	36276745	36276764	36270000-36280000	909.0	-	0.0475161103776171	2.111212657236631	824	7	11324	<>	30	60
chr2	36005016	36005035	36000000-36010000	813.0	+	0.0475161103776171	2.111212657236631	825	7	11325	<>	30	60
chr2	36001946	36001965	36000000-36010000	811.0	+	0.0475161103776171	2.111212657236631	826	7	11326	<>	30	60
chr2	36002290	36002309	36000000-36010000	800.0	+	0.0475161103776171	2.111212657236631	827	7	11327	<>	30	60
chr5	50698306	50698325	50690000-50700000	911.0	-	0.0474560469974735	3.2	828	7	11328	<>	30	60
chr5	50692347	50692366	50690000-50700000	842.0	+	0.0474560469974735	3.2	829	7	11329	<>	30	60
chr5	49369226	49369245	49360000-49370000	897.0	+	0.0474560469974735	3.2	830	7	11330	<>	30	60
chr2	136138632	136138651	136130000-136140000	819.0	+	0.0474496366834844	2.111212657236631	831	7	11331	<>	30	60
chr2	140659997	140660016	140660000-140670000	808.0	-	0.0474496366834844	3.2	832	7	11332	<>	30	60
chr2	136139525	136139544	136130000-136140000	873.0	-	0.0474496366834844	2.111212657236631	833	7	11333	<>	30	60
chr2	135369501	135369520	135360000-135370000	807.0	-	0.0474496366834844	2.111212657236631	834	7	11334	<>	30	60
chr2	140668456	140668475	140660000-140670000	823.0	+	0.0474496366834844	3.2	835	7	11335	<>	30	60
chr2	135362013	135362032	135360000-135370000	938.0	+	0.0474496366834844	2.111212657236631	836	7	11336	<>	30	60
chr2	135362545	135362564	135360000-135370000	844.0	+	0.0474496366834844	2.111212657236631	837	7	11337	<>	30	60
chr2	135366826	135366845	135360000-135370000	807.0	+	0.0474496366834844	2.111212657236631	838	7	11338	<>	30	60
chr13	118357113	118357132	118350000-118360000	864.0	+	0.0474485007096721	2.599207668339954	839	7	11339	<>	30	60
chr13	118357238	118357257	118350000-118360000	837.0	+	0.0474485007096721	2.599207668339954	840	7	11340	<>	30	60
chr13	118350517	118350536	118350000-118360000	925.0	-	0.0474485007096721	2.599207668339954	841	7	11341	<>	30	60
chr17	8423925	8423944	8420000-8430000	820.0	-	0.0474457669196999	2.111212657236631	842	7	11342	<>	30	60
chr17	8264831	8264850	8260000-8270000	873.0	+	0.0474457669196999	2.111212657236631	843	7	11343	<>	30	60
chr17	8268368	8268387	8260000-8270000	807.0	-	0.0474457669196999	2.111212657236631	844	7	11344	<>	30	60
chr17	8260757	8260776	8260000-8270000	821.0	+	0.0474457669196999	2.111212657236631	845	7	11345	<>	30	60
chr17	5439982	5440001	5430000-5440000	810.0	+	0.0474457669196999	2.599207668339954	846	7	11346	<>	30	60
chr17	8426499	8426518	8420000-8430000	808.0	+	0.0474457669196999	2.111212657236631	847	7	11347	<>	30	60
chr17	8265962	8265981	8260000-8270000	837.0	+	0.0474457669196999	2.111212657236631	848	7	11348	<>	30	60
chr17	5822386	5822405	5820000-5830000	864.0	-	0.0474457669196999	2.599207668339954	849	7	11349	<>	30	60
chr17	12049237	12049256	12040000-12050000	801.0	-	0.0474457669196999	2.111212657236631	850	7	11350	<>	30	60
chr17	8421811	8421830	8420000-8430000	829.0	+	0.0474457669196999	2.111212657236631	851	7	11351	<>	30	60
chr11	33131845	33131864	33130000-33140000	832.0	+	0.047440855103473	2.111212657236631	852	7	11352	<>	30	60
chr11	24065516	24065535	24060000-24070000	872.0	+	0.047440855103473	3.2	853	7	11353	<>	30	60
chr11	24065642	24065661	24060000-24070000	845.0	-	0.047440855103473	3.2	854	7	11354	<>	30	60
chr11	24254272	24254291	24250000-24260000	827.0	+	0.047440855103473	3.2	855	7	11355	<>	30	60
chr11	33133085	33133104	33130000-33140000	804.0	+	0.047440855103473	2.111212657236631	856	7	11356	<>	30	60
chr11	32871214	32871233	32870000-32880000	828.0	+	0.047440855103473	2.111212657236631	857	7	11357	<>	30	60
chr11	24065387	24065406	24060000-24070000	854.0	+	0.047440855103473	3.2	858	7	11358	<>	30	60
chr11	24259863	24259882	24250000-24260000	828.0	+	0.047440855103473	3.2	859	7	11359	<>	30	60
chr11	33130006	33130025	33130000-33140000	825.0	-	0.047440855103473	2.111212657236631	860	7	11360	<>	30	60
chr11	24253433	24253452	24250000-24260000	829.0	+	0.047440855103473	3.2	861	7	11361	<>	30	60
chr11	24257917	24257936	24250000-24260000	824.0	+	0.047440855103473	3.2	862	7	11362	<>	30	60
chr11	24257254	24257273	24250000-24260000	822.0	-	0.047440855103473	3.2	863	7	11363	<>	30	60
chr11	24062955	24062974	24060000-24070000	850.0	+	0.047440855103473	3.2	864	7	11364	<>	30	60
chr11	33131924	33131943	33130000-33140000	813.0	+	0.047440855103473	2.111212657236631	865	7	11365	<>	30	60
chr11	24250492	24250511	24250000-24260000	851.0	-	0.047440855103473	3.2	866	7	11366	<>	30	60
chr17	80560969	80560988	80560000-80570000	850.0	-	0.0474353821828966	2.111212657236631	867	7	11367	<>	30	60
chr17	80295351	80295370	80290000-80300000	801.0	+	0.0474353821828966	2.111212657236631	868	7	11368	<>	30	60
chr2	120529714	120529733	120520000-120530000	840.0	+	0.0474267170280236	2.111212657236631	869	7	11369	<>	30	60
chr13	32827259	32827278	32820000-32830000	865.0	+	0.0474265430602211	2.111212657236631	870	7	11370	<>	30	60
chr13	32825655	32825674	32820000-32830000	805.0	+	0.0474265430602211	2.111212657236631	871	7	11371	<>	30	60
chr13	32828103	32828122	32820000-32830000	916.0	+	0.0474265430602211	2.111212657236631	872	7	11372	<>	30	60
chr13	33995393	33995412	33990000-34000000	955.0	-	0.0474265430602211	2.111212657236631	873	7	11373	<>	30	60
chr13	33990500	33990519	33990000-34000000	809.0	-	0.0474265430602211	2.111212657236631	874	7	11374	<>	30	60
chr13	33993480	33993499	33990000-34000000	803.0	+	0.0474265430602211	2.111212657236631	875	7	11375	<>	30	60
chr5	33277252	33277271	33270000-33280000	820.0	-	0.0474251500887735	2.111212657236631	876	7	11376	<>	30	60
chr5	33279167	33279186	33270000-33280000	827.0	+	0.0474251500887735	2.111212657236631	877	7	11377	<>	30	60
chr5	33377605	33377624	33370000-33380000	825.0	+	0.0474251500887735	2.111212657236631	878	7	11378	<>	30	60
chr5	33276489	33276508	33270000-33280000	816.0	+	0.0474251500887735	2.111212657236631	879	7	11379	<>	30	60
chr5	33378347	33378366	33370000-33380000	873.0	-	0.0474251500887735	2.111212657236631	880	7	11380	<>	30	60
chr5	33274202	33274221	33270000-33280000	847.0	-	0.0474251500887735	2.111212657236631	881	7	11381	<>	30	60
chr5	33375100	33375119	33370000-33380000	800.0	+	0.0474251500887735	2.111212657236631	882	7	11382	<>	30	60
chr5	33371411	33371430	33370000-33380000	800.0	+	0.0474251500887735	2.111212657236631	883	7	11383	<>	30	60
chr5	33378743	33378762	33370000-33380000	805.0	-	0.0474251500887735	2.111212657236631	884	7	11384	<>	30	60
chr5	33370025	33370044	33370000-33380000	800.0	-	0.0474251500887735	2.111212657236631	885	7	11385	<>	30	60
chr5	33279544	33279563	33270000-33280000	823.0	+	0.0474251500887735	2.111212657236631	886	7	11386	<>	30	60
chr5	32712861	32712880	32710000-32720000	829.0	+	0.0474251500887735	2.111212657236631	887	7	11387	<>	30	60
chr5	32717729	32717748	32710000-32720000	804.0	-	0.0474251500887735	2.111212657236631	888	7	11388	<>	30	60
chr5	33378498	33378517	33370000-33380000	859.0	-	0.0474251500887735	2.111212657236631	889	7	11389	<>	30	60
chr5	33370779	33370798	33370000-33380000	802.0	-	0.0474251500887735	2.111212657236631	890	7	11390	<>	30	60
chr5	33372779	33372798	33370000-33380000	828.0	-	0.0474251500887735	2.111212657236631	891	7	11391	<>	30	60
chr5	33270763	33270782	33270000-33280000	930.0	+	0.0474251500887735	2.111212657236631	892	7	11392	<>	30	60
chr5	33275740	33275759	33270000-33280000	835.0	-	0.0474251500887735	2.111212657236631	893	7	11393	<>	30	60
chr5	33371327	33371346	33370000-33380000	898.0	-	0.0474251500887735	2.111212657236631	894	7	11394	<>	30	60
chr5	33271191	33271210	33270000-33280000	825.0	-	0.0474251500887735	2.111212657236631	895	7	11395	<>	30	60
chr5	33275306	33275325	33270000-33280000	841.0	+	0.0474251500887735	2.111212657236631	896	7	11396	<>	30	60
chr5	33272759	33272778	33270000-33280000	812.0	+	0.0474251500887735	2.111212657236631	897	7	11397	<>	30	60
chr16	49278659	49278678	49270000-49280000	915.0	+	0.0474132316992465	2.111212657236631	898	7	11398	<>	30	60
chr16	50743234	50743253	50740000-50750000	817.0	-	0.0474132316992465	2.111212657236631	899	7	11399	<>	30	60
chr16	50747892	50747911	50740000-50750000	857.0	-	0.0474132316992465	2.111212657236631	900	7	11400	<>	30	60
chr17	45732421	45732440	45730000-45740000	827.0	-	0.047407950983041	2.111212657236631	901	7	11401	<>	30	60
chr17	45734895	45734914	45730000-45740000	834.0	+	0.047407950983041	2.111212657236631	902	7	11402	<>	30	60
chr17	45731879	45731898	45730000-45740000	840.0	+	0.047407950983041	2.111212657236631	903	7	11403	<>	30	60
chr17	45848775	45848794	45840000-45850000	897.0	+	0.047407950983041	2.111212657236631	904	7	11404	<>	30	60
chr17	45730351	45730370	45730000-45740000	814.0	-	0.047407950983041	2.111212657236631	905	7	11405	<>	30	60
chr17	45730597	45730616	45730000-45740000	866.0	+	0.047407950983041	2.111212657236631	906	7	11406	<>	30	60
chr17	45848434	45848453	45840000-45850000	811.0	+	0.047407950983041	2.111212657236631	907	7	11407	<>	30	60
chr17	45840565	45840584	45840000-45850000	817.0	-	0.047407950983041	2.111212657236631	908	7	11408	<>	30	60
chr17	45731348	45731367	45730000-45740000	913.0	+	0.047407950983041	2.111212657236631	909	7	11409	<>	30	60
chr17	45738937	45738956	45730000-45740000	827.0	+	0.047407950983041	2.111212657236631	910	7	11410	<>	30	60
chr17	45735629	45735648	45730000-45740000	977.0	+	0.047407950983041	2.111212657236631	911	7	11411	<>	30	60
chr1	162362128	162362147	162360000-162370000	832.0	+	0.0473907248642137	2.599207668339954	912	7	11412	<>	30	60
chr1	162529866	162529885	162520000-162530000	889.0	-	0.0473907248642137	2.599207668339954	913	7	11413	<>	30	60
chr1	162361008	162361027	162360000-162370000	811.0	-	0.0473907248642137	2.599207668339954	914	7	11414	<>	30	60
chr9	52402114	52402133	52400000-52410000	843.0	+	0.047387129009599	2.111212657236631	915	7	11415	<>	30	60
chr3	76043522	76043541	76040000-76050000	822.0	-	0.0473763321948538	2.599207668339954	916	7	11416	<>	30	60
chr10	84641761	84641780	84640000-84650000	885.0	+	0.0473717914917173	4.222425314473262	917	7	11417	<>	30	60
chr5	118433770	118433789	118430000-118440000	842.0	+	0.0473644134116843	2.111212657236631	918	7	11418	<>	30	60
chr5	118564198	118564217	118560000-118570000	809.0	+	0.0473644134116843	2.111212657236631	919	7	11419	<>	30	60
chr5	118439185	118439204	118430000-118440000	828.0	-	0.0473644134116843	2.111212657236631	920	7	11420	<>	30	60
chr15	38715947	38715966	38710000-38720000	823.0	-	0.0473496217983493	2.111212657236631	921	7	11421	<>	30	60
chr15	38996106	38996125	38990000-39000000	823.0	+	0.0473496217983493	2.111212657236631	922	7	11422	<>	30	60
chr18	30311865	30311884	30310000-30320000	925.0	+	0.0473421385258087	3.2	923	7	11423	<>	30	60
chr18	30312572	30312591	30310000-30320000	854.0	-	0.0473421385258087	3.2	924	7	11424	<>	30	60
chr10	114725796	114725815	114720000-114730000	906.0	-	0.0473376953487531	2.599207668339954	925	7	11425	<>	30	60
chr10	114462173	114462192	114460000-114470000	815.0	+	0.0473376953487531	2.599207668339954	926	7	11426	<>	30	60
chr2	30430881	30430900	30430000-30440000	816.0	+	0.0473286836862005	3.2	927	7	11427	<>	30	60
chr2	30936036	30936055	30930000-30940000	837.0	+	0.0473286836862005	3.2	928	7	11428	<>	30	60
chr2	30934261	30934280	30930000-30940000	918.0	-	0.0473286836862005	3.2	929	7	11429	<>	30	60
chr2	30932396	30932415	30930000-30940000	800.0	+	0.0473286836862005	3.2	930	7	11430	<>	30	60
chr2	30436996	30437015	30430000-30440000	908.0	-	0.0473286836862005	3.2	931	7	11431	<>	30	60
chr2	30929984	30930003	30930000-30940000	832.0	+	0.0473286836862005	3.2	932	7	11432	<>	30	60
chr2	30436779	30436798	30430000-30440000	832.0	+	0.0473286836862005	3.2	933	7	11433	<>	30	60
chr2	30435631	30435650	30430000-30440000	814.0	+	0.0473286836862005	3.2	934	7	11434	<>	30	60
chr2	30432264	30432283	30430000-30440000	821.0	-	0.0473286836862005	3.2	935	7	11435	<>	30	60
chr2	30439322	30439341	30430000-30440000	827.0	+	0.0473286836862005	3.2	936	7	11436	<>	30	60
chr2	30439665	30439684	30430000-30440000	821.0	-	0.0473286836862005	3.2	937	7	11437	<>	30	60
chr5	144748635	144748654	144740000-144750000	838.0	+	0.0473259685436042	2.599207668339954	938	7	11438	<>	30	60
chr5	144743525	144743544	144740000-144750000	840.0	+	0.0473259685436042	2.599207668339954	939	7	11439	<>	30	60
chr5	132635128	132635147	132630000-132640000	809.0	+	0.0473259685436042	2.599207668339954	940	7	11440	<>	30	60
chr5	144037604	144037623	144030000-144040000	814.0	+	0.0473259685436042	2.599207668339954	941	7	11441	<>	30	60
chr5	144036837	144036856	144030000-144040000	811.0	+	0.0473259685436042	2.599207668339954	942	7	11442	<>	30	60
chr6	48539355	48539374	48530000-48540000	814.0	-	0.0473142366412028	2.111212657236631	943	7	11443	<>	30	60
chr6	48539547	48539566	48530000-48540000	957.0	+	0.0473142366412028	2.111212657236631	944	7	11444	<>	30	60
chr6	48530368	48530387	48530000-48540000	806.0	-	0.0473142366412028	2.111212657236631	945	7	11445	<>	30	60
