Unnamed: 0	chrom	end	start	strand	disruption_SCD	insertion_SCD	background_index	exp_id	orientation	flank_bp	spacer_bp
1227	chr19	37946902	37946883	+	3.02	4.082	7	11727	><	30	199970
1228	chr9	75271676	75271657	+	3.01	4.42	7	11728	><	30	199970
1229	chr11	55162881	55162862	+	2.996	3.625	7	11729	><	30	199970
1230	chr17	25274339	25274320	-	2.984	4.45	7	11730	><	30	199970
1231	chr6	108065317	108065298	+	2.984	5.535	7	11731	><	30	199970
1232	chr7	5071749	5071730	-	2.928	2.754	7	11732	><	30	199970
1233	chr3	152477906	152477887	-	2.922	3.295	7	11733	><	30	199970
1234	chr5	28090770	28090751	-	2.922	2.412	7	11734	><	30	199970
1235	chr14	78282622	78282603	+	2.91	2.186	7	11735	><	30	199970
1236	chr14	88480122	88480103	-	2.906	3.236	7	11736	><	30	199970
1237	chr7	107569047	107569028	+	2.902	1.588	7	11737	><	30	199970
1238	chr3	83777088	83777069	-	2.879	3.992	7	11738	><	30	199970
1239	chr8	48550865	48550846	+	2.871	0.592	7	11739	><	30	199970
1240	chr7	132575955	132575936	-	2.855	4.473	7	11740	><	30	199970
1241	chr14	79769127	79769108	-	2.852	4.36	7	11741	><	30	199970
1242	chr17	69974245	69974226	-	2.799	1.284	7	11742	><	30	199970
1243	chr12	66284211	66284192	-	2.793	5.484	7	11743	><	30	199970
1244	chr6	83796902	83796883	-	2.785	3.35	7	11744	><	30	199970
1245	chr9	44108077	44108058	+	2.785	11.375	7	11745	><	30	199970
1246	chr11	116023924	116023905	+	2.777	6.906	7	11746	><	30	199970
1247	chr3	86779824	86779805	-	2.775	8.64	7	11747	><	30	199970
1248	chr19	46056202	46056183	+	2.77	5.27	7	11748	><	30	199970
1249	chr10	108210181	108210162	-	2.762	0.674	7	11749	><	30	199970
1250	chr8	27001386	27001367	+	0.4329	0.4077	7	11750	><	30	199970
1251	chr17	28338029	28338010	-	0.252	0.265	7	11751	><	30	199970
1252	chr11	76445826	76445807	-	0.2268	0.1863	7	11752	><	30	199970
1253	chr5	144244146	144244127	-	0.311	0.3691	7	11753	><	30	199970
1254	chr14	79768803	79768784	-	0.3076	0.2808	7	11754	><	30	199970
1255	chr9	26778623	26778604	-	1.299	0.6914	7	11755	><	30	199970
1256	chr7	25392052	25392033	+	0.2487	0.242	7	11756	><	30	199970
1257	chr3	101484879	101484860	-	0.3438	0.528	7	11757	><	30	199970
1258	chr2	69113988	69113969	+	0.2472	0.1981	7	11758	><	30	199970
1259	chr13	29852447	29852428	-	0.1781	0.1941	7	11759	><	30	199970
1260	chr2	60213231	60213212	-	0.1073	0.1628	7	11760	><	30	199970
1261	chr2	171418157	171418138	-	0.1407	0.2131	7	11761	><	30	199970
1262	chr7	64392050	64392031	-	0.514	0.2006	7	11762	><	30	199970
1263	chr15	36157434	36157415	-	0.7227	0.836	7	11763	><	30	199970
1264	chr4	49662357	49662338	-	0.4692	0.2915	7	11764	><	30	199970
1265	chr4	48422356	48422337	+	1.027	0.5225	7	11765	><	30	199970
1266	chr18	82720514	82720495	+	0.1605	0.1409	7	11766	><	30	199970
1267	chr1	172022686	172022667	+	0.1733	0.1764	7	11767	><	30	199970
1268	chr7	139595890	139595871	+	0.1575	0.2125	7	11768	><	30	199970
1269	chr12	73007842	73007823	-	0.345	0.2974	7	11769	><	30	199970
1270	chr17	27192928	27192909	-	0.1056	0.4468	7	11770	><	30	199970
1271	chr1	53698960	53698941	+	0.557	0.255	7	11771	><	30	199970
1272	chr18	12734380	12734361	+	0.207	0.1383	7	11772	><	30	199970
1273	chr6	126767488	126767469	-	0.2039	0.2483	7	11773	><	30	199970
1274	chr2	92856249	92856230	-	2.734	0.857	7	11774	><	30	199970
1275	chr11	74572851	74572832	+	0.2646	0.2705	7	11775	><	30	199970
1276	chr9	59675637	59675618	-	0.4082	0.744	7	11776	><	30	199970
1277	chr15	55025647	55025628	+	0.1847	0.1536	7	11777	><	30	199970
1278	chr4	120579150	120579131	-	0.33	0.264	7	11778	><	30	199970
1279	chr15	74525720	74525701	+	0.2172	0.2104	7	11779	><	30	199970
1280	chr1	88748095	88748076	+	0.1973	0.1881	7	11780	><	30	199970
1281	chr15	32239655	32239636	-	0.2822	0.1587	7	11781	><	30	199970
1282	chr7	36571183	36571164	+	0.1103	0.1942	7	11782	><	30	199970
1283	chr11	113855351	113855332	-	0.1613	0.1947	7	11783	><	30	199970
1284	chr6	90609163	90609144	+	2.127	1.159	7	11784	><	30	199970
1285	chr3	146181407	146181388	-	0.2034	0.3416	7	11785	><	30	199970
1286	chr10	69857222	69857203	-	0.3232	0.3599	7	11786	><	30	199970
1287	chr2	158361425	158361406	-	0.5625	0.2502	7	11787	><	30	199970
1288	chr5	136268179	136268160	-	0.1886	0.2153	7	11788	><	30	199970
1289	chr16	11983350	11983331	-	1.634	1.076	7	11789	><	30	199970
1290	chr2	84437773	84437754	+	0.2305	0.14	7	11790	><	30	199970
1291	chr18	24002018	24001999	-	0.133	0.1333	7	11791	><	30	199970
1292	chr1	130151533	130151514	-	0.4075	0.3347	7	11792	><	30	199970
1293	chr9	59675855	59675836	+	0.3367	0.2161	7	11793	><	30	199970
1294	chr11	116840251	116840232	-	0.3374	0.637	7	11794	><	30	199970
1295	chr2	155819963	155819944	+	0.07886	0.146	7	11795	><	30	199970
1296	chr14	105301632	105301613	+	0.206	0.2114	7	11796	><	30	199970
1297	chr12	9044592	9044573	+	0.1821	0.2019	7	11797	><	30	199970
1298	chr18	13971224	13971205	-	0.5337	0.3596	7	11798	><	30	199970
1299	chr5	136267600	136267581	-	0.2751	0.189	7	11799	><	30	199970
1300	chr5	33371430	33371411	+	0.3992	0.1644	7	11800	><	30	199970
1301	chr14	51090397	51090378	-	0.4153	0.243	7	11801	><	30	199970
1302	chr1	77935072	77935053	+	0.1814	0.1729	7	11802	><	30	199970
1303	chr11	119246049	119246030	-	0.204	0.3367	7	11803	><	30	199970
1304	chr17	50274949	50274930	-	0.441	0.1749	7	11804	><	30	199970
1305	chr8	108956442	108956423	+	0.5635	0.3044	7	11805	><	30	199970
1306	chr11	66885340	66885321	+	0.1636	0.169	7	11806	><	30	199970
1307	chr7	30099945	30099926	-	0.1979	0.1757	7	11807	><	30	199970
1308	chr15	99973159	99973140	-	0.1998	0.3345	7	11808	><	30	199970
1309	chr5	16308949	16308930	+	0.1567	0.1411	7	11809	><	30	199970
1310	chr6	119466578	119466559	-	0.9824	0.9795	7	11810	><	30	199970
1311	chr2	136886679	136886660	+	0.7764	0.2095	7	11811	><	30	199970
1312	chr14	79763594	79763575	-	0.2852	0.151	7	11812	><	30	199970
1313	chr2	170416012	170415993	+	0.1837	0.1256	7	11813	><	30	199970
1314	chr4	41015236	41015217	-	0.1882	0.1434	7	11814	><	30	199970
1315	chr11	70975109	70975090	+	0.713	0.3914	7	11815	><	30	199970
1316	chr5	122773202	122773183	+	0.11584	0.1375	7	11816	><	30	199970
1317	chr4	128588031	128588012	-	0.2659	0.1909	7	11817	><	30	199970
1318	chr8	122576186	122576167	-	0.11285	0.1545	7	11818	><	30	199970
1319	chr7	76383989	76383970	+	0.1553	0.154	7	11819	><	30	199970
1320	chr9	41467019	41467000	-	0.2223	0.1565	7	11820	><	30	199970
1321	chr1	32712246	32712227	-	0.05322	0.1516	7	11821	><	30	199970
1322	chr16	23974866	23974847	-	0.5283	0.3425	7	11822	><	30	199970
1323	chr15	84066194	84066175	-	0.6196	1.17	7	11823	><	30	199970
1324	chr11	40148920	40148901	-	1.272	0.642	7	11824	><	30	199970
1325	chr7	27166488	27166469	-	0.306	0.491	7	11825	><	30	199970
1326	chr11	30240273	30240254	+	0.4001	0.2556	7	11826	><	30	199970
1327	chr2	69115969	69115950	-	0.1754	0.1587	7	11827	><	30	199970
1328	chr9	113420569	113420550	-	0.2261	0.2178	7	11828	><	30	199970
1329	chr12	99882528	99882509	-	0.2617	0.1387	7	11829	><	30	199970
1330	chr5	77347648	77347629	-	0.3625	0.4211	7	11830	><	30	199970
1331	chr10	49780455	49780436	+	0.2179	0.1394	7	11831	><	30	199970
1332	chr5	75855263	75855244	-	0.6416	0.4326	7	11832	><	30	199970
1333	chr2	124087358	124087339	-	0.6436	0.2075	7	11833	><	30	199970
1334	chr14	49219056	49219037	+	0.678	0.694	7	11834	><	30	199970
1335	chr5	147938091	147938072	+	0.368	0.1842	7	11835	><	30	199970
1336	chr11	32340288	32340269	+	0.1792	0.1648	7	11836	><	30	199970
1337	chr16	50181579	50181560	+	0.2006	0.1838	7	11837	><	30	199970
1338	chr16	20496121	20496102	-	0.6714	0.1777	7	11838	><	30	199970
1339	chr8	76775680	76775661	+	0.135	0.1975	7	11839	><	30	199970
1340	chr14	65597676	65597657	+	0.6543	0.452	7	11840	><	30	199970
1341	chr7	64754771	64754752	+	0.1351	0.2295	7	11841	><	30	199970
1342	chr2	166083979	166083960	-	0.2964	0.2065	7	11842	><	30	199970
1343	chr16	44140440	44140421	+	0.4607	0.3381	7	11843	><	30	199970
1344	chr12	90524338	90524319	-	0.3223	0.2983	7	11844	><	30	199970
1345	chr5	89391716	89391697	+	0.1626	0.1418	7	11845	><	30	199970
1346	chr9	59675438	59675419	-	0.2104	0.1542	7	11846	><	30	199970
1347	chr19	16339103	16339084	-	0.1967	0.1177	7	11847	><	30	199970
1348	chr13	30545067	30545048	+	0.3672	0.2915	7	11848	><	30	199970
1349	chr1	92462681	92462662	+	0.3916	0.1832	7	11849	><	30	199970
1350	chr4	84066283	84066264	-	0.1898	0.1552	7	11850	><	30	199970
1351	chr9	83373922	83373903	-	0.2197	0.1434	7	11851	><	30	199970
1352	chr4	88773969	88773950	-	0.9507	8.01	7	11852	><	30	199970
1353	chr9	123132258	123132239	-	0.1687	0.1416	7	11853	><	30	199970
1354	chr17	34958843	34958824	-	0.2079	0.5464	7	11854	><	30	199970
1355	chr12	50946225	50946206	+	0.2341	0.157	7	11855	><	30	199970
1356	chr13	73647252	73647233	+	0.267	0.1704	7	11856	><	30	199970
1357	chr11	83279300	83279281	-	0.4434	0.2251	7	11857	><	30	199970
1358	chr17	8986048	8986029	-	0.3325	0.212	7	11858	><	30	199970
1359	chr4	14935721	14935702	-	0.7095	0.296	7	11859	><	30	199970
1360	chr4	75076699	75076680	+	0.09125	0.2014	7	11860	><	30	199970
1361	chr5	114610713	114610694	+	0.0985	0.1626	7	11861	><	30	199970
1362	chr9	83378273	83378254	-	0.471	0.2808	7	11862	><	30	199970
1363	chr9	107773182	107773163	-	0.1786	0.1414	7	11863	><	30	199970
1364	chr9	41218030	41218011	+	0.1323	0.1355	7	11864	><	30	199970
1365	chr9	105644718	105644699	+	0.4255	0.1808	7	11865	><	30	199970
1366	chr8	84264441	84264422	-	1.261	1.4795	7	11866	><	30	199970
1367	chr4	135959453	135959434	+	0.112	0.2223	7	11867	><	30	199970
1368	chr1	24684268	24684249	+	0.4001	0.1942	7	11868	><	30	199970
1369	chr3	87748577	87748558	-	0.7593	0.4382	7	11869	><	30	199970
1370	chr9	54690950	54690931	+	0.11566	0.136	7	11870	><	30	199970
1371	chr15	82277690	82277671	-	0.9043	0.4492	7	11871	><	30	199970
1372	chr5	115498528	115498509	-	0.2693	0.2164	7	11872	><	30	199970
1373	chr9	56621276	56621257	+	0.10846	0.253	7	11873	><	30	199970
1374	chr18	81956733	81956714	-	0.2815	0.2637	7	11874	><	30	199970
1375	chr10	22791401	22791382	-	0.1346	0.2358	7	11875	><	30	199970
1376	chr15	82271301	82271282	+	0.836	0.1838	7	11876	><	30	199970
1377	chr12	69946159	69946140	+	0.555	0.455	7	11877	><	30	199970
1378	chr14	101442800	101442781	+	0.2983	0.1344	7	11878	><	30	199970
1379	chr2	164777017	164776998	-	0.5176	0.361	7	11879	><	30	199970
1380	chr10	24631573	24631554	-	1.178	1.224	7	11880	><	30	199970
1381	chr1	136528510	136528491	-	1.761	0.7373	7	11881	><	30	199970
1382	chr10	19222118	19222099	-	1.411	0.8228	7	11882	><	30	199970
1383	chr14	56885508	56885489	-	2.348	4.004	7	11883	><	30	199970
1384	chr8	85060493	85060474	-	0.9688	0.437	7	11884	><	30	199970
1385	chr11	96075822	96075803	-	0.9316	0.4944	7	11885	><	30	199970
1386	chr11	77476535	77476516	+	0.1632	0.2383	7	11886	><	30	199970
1387	chr1	81294004	81293985	-	0.905	0.562	7	11887	><	30	199970
1388	chr12	15520954	15520935	+	0.7183	0.4033	7	11888	><	30	199970
1389	chr7	66397054	66397035	+	0.1594	0.2107	7	11889	><	30	199970
1390	chr12	74014582	74014563	-	0.2377	0.1973	7	11890	><	30	199970
1391	chr5	144242554	144242535	-	0.241	0.1987	7	11891	><	30	199970
1392	chr15	66894943	66894924	+	0.2703	0.2021	7	11892	><	30	199970
1393	chr6	126484995	126484976	-	0.4333	1.278	7	11893	><	30	199970
1394	chr4	48427148	48427129	+	0.678	0.3833	7	11894	><	30	199970
1395	chr15	71459211	71459192	+	0.252	0.1731	7	11895	><	30	199970
1396	chr3	19896435	19896416	-	0.2361	0.1467	7	11896	><	30	199970
1397	chr8	68268707	68268688	-	0.1398	0.1492	7	11897	><	30	199970
1398	chr1	182555580	182555561	-	0.1982	0.1915	7	11898	><	30	199970
1399	chr9	44413186	44413167	-	0.534	0.393	7	11899	><	30	199970
1400	chr14	70151716	70151697	+	0.3604	0.2382	7	11900	><	30	199970
1401	chr4	62478250	62478231	+	0.438	0.1328	7	11901	><	30	199970
1402	chr3	127561629	127561610	-	0.2183	0.12354	7	11902	><	30	199970
1403	chr3	69139614	69139595	-	0.397	0.2261	7	11903	><	30	199970
1404	chr17	17919616	17919597	+	0.1678	0.167	7	11904	><	30	199970
1405	chr4	139314214	139314195	-	0.2279	0.269	7	11905	><	30	199970
1406	chr18	61952763	61952744	-	0.2372	0.1731	7	11906	><	30	199970
1407	chr9	7599188	7599169	+	0.33	0.191	7	11907	><	30	199970
1408	chr10	120898341	120898322	-	0.3386	0.1467	7	11908	><	30	199970
1409	chr11	57469613	57469594	-	0.1846	0.2297	7	11909	><	30	199970
1410	chr18	58480198	58480179	-	0.2095	0.1665	7	11910	><	30	199970
1411	chr17	12380527	12380508	-	0.658	0.591	7	11911	><	30	199970
1412	chr2	107940173	107940154	+	0.11664	0.1351	7	11912	><	30	199970
1413	chr2	32580534	32580515	-	0.2605	0.4055	7	11913	><	30	199970
1414	chr15	98813480	98813461	+	0.3496	0.5376	7	11914	><	30	199970
1415	chr6	54253893	54253874	+	0.1663	0.1743	7	11915	><	30	199970
1416	chr1	135800865	135800846	+	0.1766	0.1665	7	11916	><	30	199970
1417	chr15	58426369	58426350	+	0.1996	0.1519	7	11917	><	30	199970
1418	chr4	87367775	87367756	+	0.3853	0.1472	7	11918	><	30	199970
1419	chr2	96583103	96583084	-	0.809	0.3242	7	11919	><	30	199970
1420	chr4	63366959	63366940	-	0.1979	0.1753	7	11920	><	30	199970
1421	chr4	59761293	59761274	-	0.3435	0.2113	7	11921	><	30	199970
1422	chr10	7832162	7832143	+	0.2646	0.1672	7	11922	><	30	199970
1423	chr7	89904213	89904194	-	0.2908	0.156	7	11923	><	30	199970
1424	chr1	30697342	30697323	+	0.1025	0.1263	7	11924	><	30	199970
1425	chr1	58987602	58987583	+	0.2202	0.1498	7	11925	><	30	199970
1426	chr15	7452190	7452171	+	0.1405	0.12085	7	11926	><	30	199970
1427	chr4	139877044	139877025	+	0.3875	0.2688	7	11927	><	30	199970
1428	chr3	83291887	83291868	-	0.0825	0.137	7	11928	><	30	199970
1429	chr15	68912907	68912888	-	0.5024	0.2024	7	11929	><	30	199970
1430	chr14	64593744	64593725	-	1.073	0.5703	7	11930	><	30	199970
1431	chr1	56980349	56980330	-	0.2778	0.2322	7	11931	><	30	199970
1432	chr14	75833620	75833601	-	0.6006	0.4543	7	11932	><	30	199970
1433	chr16	62904648	62904629	-	0.217	0.1924	7	11933	><	30	199970
1434	chr5	35991229	35991210	-	1.033	1.082	7	11934	><	30	199970
1435	chr5	44287418	44287399	-	0.248	0.155	7	11935	><	30	199970
1436	chr15	76199915	76199896	-	0.07776	0.3071	7	11936	><	30	199970
1437	chr4	131240262	131240243	-	0.241	0.206	7	11937	><	30	199970
1438	chr5	102147917	102147898	-	0.228	0.2458	7	11938	><	30	199970
1439	chr3	93086926	93086907	+	0.0978	0.1787	7	11939	><	30	199970
1440	chr6	126163382	126163363	+	2.373	1.376	7	11940	><	30	199970
1441	chr3	45375769	45375750	+	1.051	0.2544	7	11941	><	30	199970
1442	chr16	90306219	90306200	-	0.3647	0.3506	7	11942	><	30	199970
1443	chr17	3249270	3249251	-	0.1843	0.136	7	11943	><	30	199970
1444	chr4	143024421	143024402	-	0.087	0.1317	7	11944	><	30	199970
1445	chr19	47513892	47513873	-	0.2471	0.1393	7	11945	><	30	199970
1446	chr6	66534595	66534576	-	1.387	0.675	7	11946	><	30	199970
1447	chr6	134963172	134963153	-	0.6475	0.5996	7	11947	><	30	199970
1448	chr14	56369245	56369226	+	0.2401	0.1912	7	11948	><	30	199970
1449	chr18	53460219	53460200	+	0.1775	0.162	7	11949	><	30	199970
1450	chr7	89476922	89476903	-	0.2163	0.1522	7	11950	><	30	199970
1451	chr6	34273116	34273097	+	0.0673	0.1545	7	11951	><	30	199970
1452	chr7	142295608	142295589	-	1.062	6.32	7	11952	><	30	199970
1453	chr3	22302208	22302189	+	0.992	0.3848	7	11953	><	30	199970
1454	chr6	31045994	31045975	-	0.7534	0.959	7	11954	><	30	199970
1455	chr9	57143378	57143359	-	0.1816	0.2302	7	11955	><	30	199970
1456	chr6	101268340	101268321	+	0.2712	0.1924	7	11956	><	30	199970
1457	chr9	58897456	58897437	-	0.7163	0.4846	7	11957	><	30	199970
1458	chr17	79601068	79601049	+	0.2245	0.12476	7	11958	><	30	199970
1459	chr16	5254607	5254588	-	0.2883	0.22	7	11959	><	30	199970
1460	chr4	83595536	83595517	+	1.783	1.041	7	11960	><	30	199970
1461	chr9	51159881	51159862	-	0.6875	0.266	7	11961	><	30	199970
1462	chr14	66354429	66354410	+	0.1142	0.1388	7	11962	><	30	199970
1463	chr5	117090283	117090264	+	0.5806	0.4014	7	11963	><	30	199970
1464	chr2	168061425	168061406	-	0.1733	0.2051	7	11964	><	30	199970
1465	chr5	9169228	9169209	+	0.3306	0.1686	7	11965	><	30	199970
1466	chr6	28418701	28418682	-	0.4202	0.266	7	11966	><	30	199970
1467	chr12	105038443	105038424	-	0.1501	0.2063	7	11967	><	30	199970
1468	chr1	182558143	182558124	-	0.2264	0.1511	7	11968	><	30	199970
1469	chr8	47713300	47713281	-	1.078	1.646	7	11969	><	30	199970
1470	chr18	47357393	47357374	+	0.2007	0.1278	7	11970	><	30	199970
1471	chr1	118771083	118771064	-	0.1254	0.2006	7	11971	><	30	199970
1472	chr16	6493044	6493025	-	0.1927	0.1516	7	11972	><	30	199970
1473	chr9	42951005	42950986	-	0.3914	0.2078	7	11973	><	30	199970
1474	chr13	53430986	53430967	-	0.6504	0.3672	7	11974	><	30	199970
1475	chr13	67609268	67609249	+	2.162	0.826	7	11975	><	30	199970
1476	chr1	53035072	53035053	+	0.1465	0.1494	7	11976	><	30	199970
1477	chr7	99471824	99471805	-	0.3745	0.4907	7	11977	><	30	199970
1478	chr11	36543574	36543555	-	0.1156	0.1614	7	11978	><	30	199970
1479	chr5	124334258	124334239	-	0.3428	0.273	7	11979	><	30	199970
1480	chr10	76771414	76771395	-	0.1296	0.2047	7	11980	><	30	199970
1481	chr10	4386719	4386700	+	0.32	0.4492	7	11981	><	30	199970
1482	chr5	116554091	116554072	+	0.0876	0.1714	7	11982	><	30	199970
1483	chr10	41734858	41734839	+	0.1406	0.2605	7	11983	><	30	199970
1484	chr10	50906875	50906856	-	0.2361	0.1674	7	11984	><	30	199970
1485	chr11	31651668	31651649	+	0.07605	0.1534	7	11985	><	30	199970
1486	chr6	116193190	116193171	+	0.3687	0.372	7	11986	><	30	199970
1487	chr1	188976509	188976490	+	0.343	0.1833	7	11987	><	30	199970
1488	chr12	101976095	101976076	+	0.681	0.4116	7	11988	><	30	199970
1489	chr15	75925915	75925896	+	0.6084	0.9233	7	11989	><	30	199970
1490	chr1	4777287	4777268	-	0.9443	1.425	7	11990	><	30	199970
1491	chr18	86560230	86560211	+	0.7866	1.138	7	11991	><	30	199970
1492	chr7	43574878	43574859	+	1.292	1.347	7	11992	><	30	199970
1493	chr7	98200601	98200582	-	0.2927	0.1711	7	11993	><	30	199970
1494	chr4	143319849	143319830	+	0.2299	0.1525	7	11994	><	30	199970
1495	chr2	128601696	128601677	-	0.1208	0.207	7	11995	><	30	199970
1496	chr17	57004491	57004472	-	0.1467	0.2932	7	11996	><	30	199970
1497	chr2	35196541	35196522	-	1.081	0.3997	7	11997	><	30	199970
1498	chr5	29779371	29779352	+	0.1531	0.1671	7	11998	><	30	199970
1499	chr10	93038429	93038410	-	0.163	0.1875	7	11999	><	30	199970
0	chr4	87368268	87368249	+	90.56	65.75	8	12000	><	30	199970
1	chr11	109860827	109860808	-	89.2	47.97	8	12001	><	30	199970
2	chr3	22309188	22309169	+	81.5	60.4	8	12002	><	30	199970
3	chr10	5161770	5161751	-	79.2	55.88	8	12003	><	30	199970
4	chr16	71247702	71247683	+	68.56	43.2	8	12004	><	30	199970
5	chr16	72980067	72980048	-	68.3	56.7	8	12005	><	30	199970
6	chr6	60556001	60555982	+	67.7	40.38	8	12006	><	30	199970
7	chr5	7996919	7996900	-	66.06	59.4	8	12007	><	30	199970
8	chr14	12140114	12140095	-	65.1	51.62	8	12008	><	30	199970
9	chr13	81439574	81439555	+	64.94	46.94	8	12009	><	30	199970
10	chr9	103996726	103996707	-	64.9	51.25	8	12010	><	30	199970
11	chr15	56066340	56066321	+	63.97	42.94	8	12011	><	30	199970
12	chr10	106609250	106609231	+	63.97	42.62	8	12012	><	30	199970
13	chr1	144380222	144380203	-	63.4	48.44	8	12013	><	30	199970
14	chr10	8240468	8240449	-	62.34	45.88	8	12014	><	30	199970
15	chr12	77000269	77000250	+	62.22	54.97	8	12015	><	30	199970
16	chr1	44745882	44745863	+	62.12	40.25	8	12016	><	30	199970
17	chr4	81178889	81178870	+	62.03	50.0	8	12017	><	30	199970
18	chr9	10909768	10909749	+	61.12	47.94	8	12018	><	30	199970
19	chr6	64650119	64650100	-	60.56	60.88	8	12019	><	30	199970
20	chr15	32766485	32766466	-	60.56	46.62	8	12020	><	30	199970
21	chr4	9135983	9135964	+	60.03	34.12	8	12021	><	30	199970
22	chr7	118305013	118304994	+	59.5	47.62	8	12022	><	30	199970
23	chr10	39520570	39520551	-	58.34	40.5	8	12023	><	30	199970
24	chr1	78724658	78724639	+	58.25	47.28	8	12024	><	30	199970
25	chr2	160598038	160598019	+	57.94	55.8	8	12025	><	30	199970
26	chr18	33790258	33790239	-	57.72	56.3	8	12026	><	30	199970
27	chr12	40837750	40837731	+	57.5	46.25	8	12027	><	30	199970
28	chr8	41443763	41443744	+	57.34	56.06	8	12028	><	30	199970
29	chr14	68494314	68494295	-	56.94	24.97	8	12029	><	30	199970
30	chr1	11657910	11657891	+	56.8	43.62	8	12030	><	30	199970
31	chr11	77100337	77100318	+	55.88	49.25	8	12031	><	30	199970
32	chr16	41244935	41244916	-	55.72	48.0	8	12032	><	30	199970
33	chr14	87452291	87452272	-	55.72	63.0	8	12033	><	30	199970
34	chr18	16217050	16217031	+	54.9	26.8	8	12034	><	30	199970
35	chr11	53255133	53255114	-	54.8	39.5	8	12035	><	30	199970
36	chr9	7216447	7216428	+	54.56	27.64	8	12036	><	30	199970
37	chr8	35850598	35850579	-	54.5	50.94	8	12037	><	30	199970
38	chr8	102781131	102781112	-	54.44	41.34	8	12038	><	30	199970
39	chr5	49962010	49961991	-	54.16	50.88	8	12039	><	30	199970
40	chr7	90410162	90410143	-	54.06	39.75	8	12040	><	30	199970
41	chr4	15328717	15328698	+	54.03	40.72	8	12041	><	30	199970
42	chr11	31949616	31949597	-	54.0	41.44	8	12042	><	30	199970
43	chr1	120586671	120586652	+	53.8	57.06	8	12043	><	30	199970
44	chr13	19698921	19698902	+	53.16	40.8	8	12044	><	30	199970
45	chr12	57825950	57825931	+	53.03	34.38	8	12045	><	30	199970
46	chr16	72215933	72215914	-	52.7	45.56	8	12046	><	30	199970
47	chr9	15685402	15685383	+	52.62	45.03	8	12047	><	30	199970
48	chr10	10321327	10321308	-	52.47	23.97	8	12048	><	30	199970
49	chr9	49494135	49494116	+	52.4	51.5	8	12049	><	30	199970
50	chr3	50906169	50906150	-	52.12	57.06	8	12050	><	30	199970
51	chr11	57467973	57467954	-	52.03	54.47	8	12051	><	30	199970
52	chr11	113165316	113165297	-	51.88	57.94	8	12052	><	30	199970
53	chr9	51152608	51152589	-	51.8	48.22	8	12053	><	30	199970
54	chr16	58299658	58299639	+	51.56	30.08	8	12054	><	30	199970
