Unnamed: 0	initial_df_index	chrom	end	start	strand	disruption_SCD	insertion_SCD	orientation	background_index	flank_bp	spacer_bp
741	2762	chr6	115037959	115037940	-	12.33	15.375	>>	0	27	63
742	6568	chr1	11980974	11980955	+	12.33	3.668	>>	0	27	63
743	6270	chr1	44832771	44832752	-	12.31	24.2	>>	0	27	63
744	7439	chr1	26193888	26193869	-	12.29	7.65	>>	0	27	63
745	6799	chr1	8988263	8988244	-	12.29	10.71	>>	0	27	63
746	6043	chr1	66358860	66358841	+	12.28	18.22	>>	0	27	63
747	5276	chr1	40832432	40832413	-	12.26	13.56	>>	0	27	63
748	718	chr2	53206958	53206939	-	12.18	12.55	>>	0	27	63
749	6694	chr1	42914617	42914598	+	12.16	7.133	>>	0	27	63
750	5118	chr1	111523686	111523667	-	12.14	23.53	>>	0	27	63
751	2788	chr6	121556678	121556659	+	12.11	18.8	>>	0	27	63
752	2976	chr7	43926199	43926180	-	12.1	21.69	>>	0	27	63
753	1155	chr3	3311028	3311009	+	12.09	10.74	>>	0	27	63
754	5217	chr1	17018680	17018661	+	12.04	21.19	>>	0	27	63
755	7179	chr1	33794794	33794775	+	11.97	24.89	>>	0	27	63
756	6337	chr1	73791915	73791896	+	11.96	24.61	>>	0	27	63
757	5388	chr1	82489256	82489237	+	11.945	11.805	>>	0	27	63
758	7476	chr1	37559803	37559784	+	11.91	21.4	>>	0	27	63
759	5265	chr1	36195155	36195136	-	11.91	7.07	>>	0	27	63
760	1201	chr3	30515246	30515227	-	11.875	11.664	>>	0	27	63
761	7445	chr1	27426681	27426662	-	11.81	11.945	>>	0	27	63
762	780	chr2	75590427	75590408	-	11.75	21.66	>>	0	27	63
763	586	chr2	17849498	17849479	+	11.75	6.633	>>	0	27	63
764	4132	chr9	83371155	83371136	-	11.75	6.18	>>	0	27	63
765	3849	chr9	30936846	30936827	-	11.734	17.67	>>	0	27	63
766	6479	chr1	94690037	94690018	+	11.73	23.03	>>	0	27	63
767	986	chr2	147379133	147379114	+	11.69	9.875	>>	0	27	63
768	1858	chr4	121232314	121232295	-	11.664	7.945	>>	0	27	63
769	7249	chr1	56333219	56333200	-	11.64	4.934	>>	0	27	63
770	6634	chr1	25952209	25952190	-	11.64	6.688	>>	0	27	63
771	5792	chr1	94976326	94976307	+	11.63	16.62	>>	0	27	63
772	646	chr2	30942898	30942879	-	11.57	22.28	>>	0	27	63
773	2740	chr6	104479441	104479422	+	11.55	10.57	>>	0	27	63
774	2302	chr5	113080039	113080020	-	11.52	26.94	>>	0	27	63
775	6649	chr1	30550607	30550588	-	11.52	17.62	>>	0	27	63
776	406	chr1	160194976	160194957	+	11.51	18.28	>>	0	27	63
777	4814	chr1	56116782	56116763	-	11.48	30.47	>>	0	27	63
778	2756	chr6	112484521	112484502	-	11.48	12.14	>>	0	27	63
779	5910	chr1	21853546	21853527	-	11.445	30.66	>>	0	27	63
780	3993	chr9	58534993	58534974	+	11.414	20.97	>>	0	27	63
781	7023	chr1	73302318	73302299	+	11.414	39.62	>>	0	27	63
782	211	chr1	85842459	85842440	-	11.41	14.02	>>	0	27	63
783	6820	chr1	16926410	16926391	-	11.35	2.584	>>	0	27	63
784	5242	chr1	29894861	29894842	+	11.31	16.72	>>	0	27	63
785	908	chr2	127832989	127832970	+	11.22	7.293	>>	0	27	63
786	6603	chr1	20724653	20724634	+	11.18	15.11	>>	0	27	63
787	487	chr1	180811112	180811093	-	11.164	28.33	>>	0	27	63
788	5832	chr1	109210611	109210592	-	11.16	17.5	>>	0	27	63
789	7093	chr1	5990207	5990188	-	11.14	3.14	>>	0	27	63
790	7111	chr1	12102268	12102249	-	11.125	23.38	>>	0	27	63
791	7552	chr1	59380193	59380174	+	11.08	23.9	>>	0	27	63
792	836	chr2	101665476	101665457	+	11.055	26.06	>>	0	27	63
793	5470	chr1	108541242	108541223	-	11.02	27.9	>>	0	27	63
794	660	chr2	32583648	32583629	+	11.016	30.19	>>	0	27	63
795	492	chr1	181881807	181881788	-	10.98	11.91	>>	0	27	63
796	2335	chr5	117506576	117506557	+	10.94	40.06	>>	0	27	63
797	75	chr1	38789153	38789134	+	10.89	22.95	>>	0	27	63
798	4578	chr1	102445139	102445120	-	10.875	19.4	>>	0	27	63
799	5385	chr1	81788941	81788922	+	10.87	12.51	>>	0	27	63
800	4119	chr9	78233462	78233443	-	10.86	15.93	>>	0	27	63
801	4573	chr1	96618527	96618508	+	10.86	3.014	>>	0	27	63
802	3608	chr8	84639419	84639400	-	10.85	34.7	>>	0	27	63
803	6794	chr1	8468905	8468886	+	10.85	20.27	>>	0	27	63
804	754	chr2	67535551	67535532	+	10.83	7.83	>>	0	27	63
805	7241	chr1	52947340	52947321	+	10.82	10.15	>>	0	27	63
806	5750	chr1	72625410	72625391	-	10.78	6.715	>>	0	27	63
807	4720	chr1	31942449	31942430	+	10.69	22.72	>>	0	27	63
808	11	chr1	6190743	6190724	-	10.63	7.344	>>	0	27	63
809	3058	chr7	74367549	74367530	+	10.6	15.16	>>	0	27	63
810	1571	chr4	22482970	22482951	+	10.58	4.45	>>	0	27	63
811	5537	chr1	20298018	20297999	+	10.56	24.86	>>	0	27	63
812	6736	chr1	75325511	75325492	-	10.484	5.44	>>	0	27	63
813	2576	chr6	54586377	54586358	+	10.44	8.14	>>	0	27	63
814	6006	chr1	59604211	59604192	-	10.375	15.664	>>	0	27	63
815	854	chr2	107946040	107946021	-	10.31	11.08	>>	0	27	63
816	138	chr1	62701219	62701200	-	10.3	12.74	>>	0	27	63
817	3064	chr7	75914120	75914101	+	10.266	24.1	>>	0	27	63
818	2250	chr5	98167679	98167660	+	10.26	12.875	>>	0	27	63
819	4192	chr9	99671799	99671780	+	10.23	22.52	>>	0	27	63
820	482	chr1	179847901	179847882	+	10.16	11.88	>>	0	27	63
821	6413	chr1	80080817	80080798	-	10.15	32.28	>>	0	27	63
822	2844	chr6	137747756	137747737	-	10.09	27.12	>>	0	27	63
823	2628	chr6	77249625	77249606	-	10.09	6.945	>>	0	27	63
824	2461	chr5	149049190	149049171	-	10.08	15.81	>>	0	27	63
825	7176	chr1	32814407	32814388	-	10.07	2.566	>>	0	27	63
826	4774	chr1	46258405	46258386	-	10.06	20.3	>>	0	27	63
827	4963	chr1	81974830	81974811	-	10.01	5.44	>>	0	27	63
828	7521	chr1	48414047	48414028	+	9.99	12.77	>>	0	27	63
829	4745	chr1	34836484	34836465	+	9.86	20.75	>>	0	27	63
830	6830	chr1	24437345	24437326	-	9.81	19.33	>>	0	27	63
831	2591	chr6	59208753	59208734	-	9.734	12.92	>>	0	27	63
832	5597	chr1	37325694	37325675	-	9.734	20.84	>>	0	27	63
833	4766	chr1	43412967	43412948	-	9.72	22.2	>>	0	27	63
834	5657	chr1	49651342	49651323	-	9.71	2.496	>>	0	27	63
835	3356	chr7	143151380	143151361	+	9.69	18.05	>>	0	27	63
836	6531	chr1	4285478	4285459	-	9.67	7.94	>>	0	27	63
837	4709	chr1	29715017	29714998	-	9.664	9.12	>>	0	27	63
838	1473	chr3	134654263	134654244	+	9.62	3.898	>>	0	27	63
839	3451	chr8	28978824	28978805	-	9.57	7.504	>>	0	27	63
840	5683	chr1	54062269	54062250	-	9.55	10.02	>>	0	27	63
841	3858	chr9	32585514	32585495	+	9.516	12.72	>>	0	27	63
842	3053	chr7	73648212	73648193	-	9.484	13.375	>>	0	27	63
843	7444	chr1	27425889	27425870	-	9.44	11.26	>>	0	27	63
844	5815	chr1	100854377	100854358	-	9.42	17.78	>>	0	27	63
845	2442	chr5	140749784	140749765	-	9.414	22.17	>>	0	27	63
846	1882	chr4	127027444	127027425	+	9.4	22.48	>>	0	27	63
847	5108	chr1	109221866	109221847	-	9.3	9.67	>>	0	27	63
848	6586	chr1	16596794	16596775	+	9.28	5.977	>>	0	27	63
849	919	chr2	128605294	128605275	-	9.25	9.07	>>	0	27	63
850	740	chr2	61492265	61492246	+	9.25	6.99	>>	0	27	63
851	4484	chr1	74217479	74217460	+	9.22	7.7	>>	0	27	63
852	4066	chr9	68016722	68016703	+	9.2	8.305	>>	0	27	63
853	2859	chr6	144248136	144248117	+	9.19	7.742	>>	0	27	63
854	5661	chr1	51191948	51191929	+	9.17	5.492	>>	0	27	63
855	842	chr2	103424848	103424829	-	9.164	12.29	>>	0	27	63
856	3029	chr7	64751734	64751715	-	9.13	16.66	>>	0	27	63
857	2914	chr7	27160004	27159985	+	9.125	14.17	>>	0	27	63
858	5797	chr1	95986545	95986526	+	9.08	13.76	>>	0	27	63
859	2399	chr5	135118653	135118634	+	9.08	29.22	>>	0	27	63
860	4408	chr1	49786914	49786895	-	9.07	0.785	>>	0	27	63
861	102	chr1	51639072	51639053	+	9.02	3.22	>>	0	27	63
862	6135	chr1	105307894	105307875	+	8.95	2.453	>>	0	27	63
863	7480	chr1	40231990	40231971	-	8.95	19.89	>>	0	27	63
864	4463	chr1	69656526	69656507	+	8.95	12.99	>>	0	27	63
865	3355	chr7	142714879	142714860	-	8.945	27.2	>>	0	27	63
866	2827	chr6	129256260	129256241	-	8.93	14.53	>>	0	27	63
867	2425	chr5	138199783	138199764	+	8.9	8.414	>>	0	27	63
868	3484	chr8	36193738	36193719	+	8.89	10.43	>>	0	27	63
869	4780	chr1	49597354	49597335	+	8.87	6.92	>>	0	27	63
870	371	chr1	139405977	139405958	-	8.86	4.043	>>	0	27	63
871	1445	chr3	124289118	124289099	-	8.84	12.69	>>	0	27	63
872	3799	chr9	13196005	13195986	-	8.83	30.6	>>	0	27	63
873	6141	chr1	115819240	115819221	+	8.83	10.71	>>	0	27	63
874	2456	chr5	146914595	146914576	+	8.82	39.7	>>	0	27	63
875	1841	chr4	119223866	119223847	-	8.766	16.34	>>	0	27	63
876	6456	chr1	85879204	85879185	-	8.76	17.27	>>	0	27	63
877	1868	chr4	124682485	124682466	+	8.7	17.45	>>	0	27	63
878	6884	chr1	34956526	34956507	+	8.695	22.17	>>	0	27	63
879	5273	chr1	39494054	39494035	-	8.65	2.455	>>	0	27	63
880	3863	chr9	34485824	34485805	-	8.625	10.6	>>	0	27	63
881	1152	chr2	180786948	180786929	+	8.57	17.27	>>	0	27	63
882	1660	chr4	62230989	62230970	+	8.57	12.25	>>	0	27	63
883	580	chr2	16357480	16357461	+	8.55	2.205	>>	0	27	63
884	6804	chr1	9759516	9759497	+	8.54	11.53	>>	0	27	63
885	4330	chr1	13018670	13018651	+	8.54	19.64	>>	0	27	63
886	1590	chr4	32570820	32570801	-	8.52	6.645	>>	0	27	63
887	4144	chr9	86451919	86451900	-	8.49	16.77	>>	0	27	63
888	3324	chr7	139590495	139590476	+	8.49	20.39	>>	0	27	63
889	6657	chr1	31944169	31944150	+	8.445	14.11	>>	0	27	63
890	1390	chr3	104701211	104701192	-	8.44	24.84	>>	0	27	63
891	1063	chr2	160955546	160955527	-	8.414	14.05	>>	0	27	63
892	7174	chr1	32811889	32811870	+	8.4	4.918	>>	0	27	63
893	6139	chr1	115042240	115042221	-	8.4	14.734	>>	0	27	63
894	625	chr2	28464119	28464100	-	8.33	19.16	>>	0	27	63
895	785	chr2	76369931	76369912	+	8.28	9.1	>>	0	27	63
896	1405	chr3	107605512	107605493	+	8.28	12.57	>>	0	27	63
897	6153	chr1	121220891	121220872	-	8.23	10.8	>>	0	27	63
898	276	chr1	103796539	103796520	+	8.22	10.74	>>	0	27	63
899	6621	chr1	23151589	23151570	+	8.21	3.11	>>	0	27	63
900	2087	chr5	33371346	33371327	-	8.19	15.74	>>	0	27	63
901	5822	chr1	103121088	103121069	-	8.18	6.016	>>	0	27	63
902	4434	chr1	60760529	60760510	+	8.14	24.72	>>	0	27	63
903	441	chr1	169921787	169921768	+	8.12	12.62	>>	0	27	63
904	5627	chr1	42826816	42826797	-	8.11	17.0	>>	0	27	63
905	2617	chr6	72601930	72601911	+	8.11	24.06	>>	0	27	63
906	3097	chr7	81345319	81345300	-	7.99	7.87	>>	0	27	63
907	4737	chr1	33934471	33934452	+	7.98	18.27	>>	0	27	63
908	7332	chr1	77044808	77044789	-	7.97	11.42	>>	0	27	63
909	3041	chr7	67217278	67217259	+	7.926	7.28	>>	0	27	63
910	1068	chr2	164074027	164074008	+	7.906	10.22	>>	0	27	63
911	1230	chr3	45373410	45373391	+	7.855	1.438	>>	0	27	63
912	389	chr1	152768355	152768336	-	7.84	9.35	>>	0	27	63
913	5045	chr1	102267665	102267646	-	7.81	17.44	>>	0	27	63
914	4765	chr1	43411664	43411645	-	7.81	21.72	>>	0	27	63
915	924	chr2	129880054	129880035	+	7.805	6.484	>>	0	27	63
916	4961	chr1	81972241	81972222	+	7.797	9.07	>>	0	27	63
917	4047	chr9	65581143	65581124	-	7.793	11.17	>>	0	27	63
918	1791	chr4	106228720	106228701	+	7.727	13.9	>>	0	27	63
919	2779	chr6	119467876	119467857	+	7.703	18.1	>>	0	27	63
920	4633	chr1	122794511	122794492	+	7.695	15.734	>>	0	27	63
921	5954	chr1	34813484	34813465	-	7.69	11.805	>>	0	27	63
922	6204	chr1	19280629	19280610	+	7.68	3.066	>>	0	27	63
923	5606	chr1	38235597	38235578	-	7.676	11.836	>>	0	27	63
924	5545	chr1	21710105	21710086	+	7.67	14.95	>>	0	27	63
925	5069	chr1	104231353	104231334	-	7.67	18.38	>>	0	27	63
926	2656	chr6	86401304	86401285	-	7.64	23.28	>>	0	27	63
927	1573	chr4	24245320	24245301	-	7.633	3.027	>>	0	27	63
928	3842	chr9	29655082	29655063	+	7.613	20.11	>>	0	27	63
929	3995	chr9	58535957	58535938	-	7.605	16.9	>>	0	27	63
930	2297	chr5	112427478	112427459	-	7.598	9.93	>>	0	27	63
931	1966	chr4	140539353	140539334	-	7.58	22.9	>>	0	27	63
932	6133	chr1	105302910	105302891	+	7.57	4.605	>>	0	27	63
933	2898	chr7	19713404	19713385	-	7.543	26.19	>>	0	27	63
934	313	chr1	127487367	127487348	-	7.52	14.33	>>	0	27	63
935	7542	chr1	56806125	56806106	-	7.504	5.934	>>	0	27	63
936	7512	chr1	47175662	47175643	-	7.46	21.67	>>	0	27	63
937	998	chr2	150795624	150795605	-	7.44	6.633	>>	0	27	63
938	958	chr2	137114826	137114807	+	7.438	4.08	>>	0	27	63
939	4614	chr1	119244230	119244211	+	7.434	4.305	>>	0	27	63
940	2329	chr5	117094622	117094603	+	7.42	22.22	>>	0	27	63
941	4872	chr1	67100384	67100365	-	7.42	22.83	>>	0	27	63
942	2071	chr5	30686988	30686969	+	7.41	18.64	>>	0	27	63
943	3673	chr8	105291139	105291120	-	7.41	11.78	>>	0	27	63
944	3362	chr7	143470174	143470155	-	7.39	17.94	>>	0	27	63
945	6176	chr1	8099290	8099271	-	7.35	8.336	>>	0	27	63
946	3231	chr7	119015949	119015930	+	7.34	17.75	>>	0	27	63
947	6956	chr1	56306039	56306020	-	7.305	16.48	>>	0	27	63
948	343	chr1	134636895	134636876	+	7.3	5.97	>>	0	27	63
949	6979	chr1	65541217	65541198	+	7.258	9.125	>>	0	27	63
950	5974	chr1	49218880	49218861	+	7.25	8.47	>>	0	27	63
951	49	chr1	25527154	25527135	+	7.2	7.453	>>	0	27	63
952	378	chr1	146515575	146515556	+	7.18	3.11	>>	0	27	63
953	3904	chr9	44109578	44109559	+	7.176	33.9	>>	0	27	63
954	5104	chr1	108889358	108889339	+	7.15	8.016	>>	0	27	63
955	3313	chr7	138398615	138398596	+	7.117	4.707	>>	0	27	63
956	2074	chr5	32204842	32204823	+	7.11	6.15	>>	0	27	63
957	3407	chr8	14859581	14859562	+	7.1	5.27	>>	0	27	63
958	5009	chr1	95676507	95676488	-	7.09	14.555	>>	0	27	63
959	2645	chr6	85141186	85141167	+	7.08	33.56	>>	0	27	63
960	5901	chr1	20340404	20340385	-	7.04	15.81	>>	0	27	63
961	548	chr1	193130339	193130320	-	7.023	5.71	>>	0	27	63
962	4188	chr9	98032882	98032863	+	6.992	4.73	>>	0	27	63
963	3367	chr7	143793289	143793270	+	6.98	21.42	>>	0	27	63
964	5255	chr1	32292312	32292293	-	6.895	8.26	>>	0	27	63
965	6918	chr1	45724453	45724434	-	6.89	12.125	>>	0	27	63
966	6117	chr1	102512314	102512295	+	6.89	1.602	>>	0	27	63
967	3394	chr8	11943038	11943019	+	6.88	5.47	>>	0	27	63
968	3104	chr7	83553561	83553542	+	6.867	8.27	>>	0	27	63
969	4044	chr9	64960779	64960760	-	6.85	16.31	>>	0	27	63
970	3845	chr9	30426996	30426977	+	6.832	15.31	>>	0	27	63
971	5165	chr1	119249183	119249164	+	6.785	23.48	>>	0	27	63
972	3630	chr8	90795542	90795523	+	6.77	10.67	>>	0	27	63
973	863	chr2	113498926	113498907	-	6.766	9.86	>>	0	27	63
974	5722	chr1	62926662	62926643	+	6.75	4.73	>>	0	27	63
975	312	chr1	127485025	127485006	+	6.715	16.44	>>	0	27	63
976	7030	chr1	78592615	78592596	+	6.715	8.945	>>	0	27	63
977	878	chr2	118246134	118246115	-	6.668	13.72	>>	0	27	63
978	812	chr2	92474875	92474856	-	6.652	13.95	>>	0	27	63
979	2885	chr7	17061423	17061404	+	6.645	15.1	>>	0	27	63
980	4629	chr1	122090678	122090659	+	6.63	8.38	>>	0	27	63
981	5727	chr1	64448147	64448128	+	6.594	17.92	>>	0	27	63
982	677	chr2	34642611	34642592	-	6.562	14.51	>>	0	27	63
983	2337	chr5	117509743	117509724	+	6.54	26.92	>>	0	27	63
984	3280	chr7	131371109	131371090	+	6.516	4.71	>>	0	27	63
985	2688	chr6	94054143	94054124	-	6.5	13.34	>>	0	27	63
986	5905	chr1	20697228	20697209	+	6.465	17.88	>>	0	27	63
987	4634	chr1	122798121	122798102	+	6.46	15.23	>>	0	27	63
988	5520	chr1	14196604	14196585	+	6.45	1.613	>>	0	27	63
989	1425	chr3	118991976	118991957	+	6.438	8.26	>>	0	27	63
990	4210	chr9	107231295	107231276	-	6.434	7.414	>>	0	27	63
991	6208	chr1	24557016	24556997	-	6.418	3.371	>>	0	27	63
992	1136	chr2	178407758	178407739	+	6.414	11.43	>>	0	27	63
993	4164	chr9	90683476	90683457	-	6.38	1.322	>>	0	27	63
994	2494	chr6	22968335	22968316	-	6.34	6.418	>>	0	27	63
995	5331	chr1	67217811	67217792	+	6.336	1.95	>>	0	27	63
996	4536	chr1	82910438	82910419	+	6.277	10.99	>>	0	27	63
997	3007	chr7	49125716	49125697	+	6.258	16.88	>>	0	27	63
998	5167	chr1	119491305	119491286	-	6.215	10.81	>>	0	27	63
999	4726	chr1	32341308	32341289	-	6.21	14.555	>>	0	27	63
1000	7380	chr1	8713406	8713387	+	6.19	10.44	>>	0	27	63
1001	1632	chr4	48048044	48048025	+	6.152	6.21	>>	0	27	63
1002	4799	chr1	52764825	52764806	+	6.15	7.75	>>	0	27	63
1003	5542	chr1	20564636	20564617	-	6.145	4.82	>>	0	27	63
1004	4372	chr1	39105011	39104992	-	6.14	7.152	>>	0	27	63
1005	5026	chr1	98909856	98909837	-	6.117	18.95	>>	0	27	63
1006	381	chr1	151025102	151025083	+	6.117	4.496	>>	0	27	63
1007	2251	chr5	98167777	98167758	-	6.113	9.555	>>	0	27	63
1008	3622	chr8	88118562	88118543	+	6.062	3.66	>>	0	27	63
1009	6767	chr1	92511934	92511915	+	6.035	16.34	>>	0	27	63
1010	6216	chr1	25792295	25792276	-	6.008	6.87	>>	0	27	63
1011	5783	chr1	92751194	92751175	+	5.938	12.68	>>	0	27	63
1012	2270	chr5	101688793	101688774	-	5.934	12.51	>>	0	27	63
1013	3191	chr7	112023252	112023233	+	5.93	8.26	>>	0	27	63
1014	5911	chr1	21854038	21854019	-	5.914	27.36	>>	0	27	63
1015	3462	chr8	32003733	32003714	-	5.9	2.012	>>	0	27	63
1016	5672	chr1	53095394	53095375	-	5.867	6.086	>>	0	27	63
1017	501	chr1	182554179	182554160	+	5.836	10.15	>>	0	27	63
1018	2484	chr6	18381568	18381549	+	5.832	1.955	>>	0	27	63
1019	4110	chr9	77389590	77389571	+	5.832	5.68	>>	0	27	63
1020	6542	chr1	5254481	5254462	-	5.812	12.77	>>	0	27	63
1021	822	chr2	93199625	93199606	+	5.797	14.08	>>	0	27	63
1022	4126	chr9	81631651	81631632	-	5.793	3.863	>>	0	27	63
1023	1008	chr2	152887412	152887393	-	5.78	4.652	>>	0	27	63
1024	2014	chr4	153481137	153481118	-	5.766	3.3	>>	0	27	63
1025	3568	chr8	72239706	72239687	-	5.754	5.32	>>	0	27	63
1026	7292	chr1	65750236	65750217	-	5.703	2.543	>>	0	27	63
1027	2598	chr6	61311882	61311863	-	5.68	7.43	>>	0	27	63
1028	7226	chr1	46143625	46143606	+	5.676	6.477	>>	0	27	63
1029	2785	chr6	120836118	120836099	+	5.64	7.797	>>	0	27	63
1030	2720	chr6	100563990	100563971	-	5.625	4.164	>>	0	27	63
1031	1176	chr3	13475098	13475079	-	5.61	1.948	>>	0	27	63
1032	938	chr2	132262968	132262949	+	5.6	7.164	>>	0	27	63
1033	5060	chr1	103334169	103334150	+	5.594	12.02	>>	0	27	63
1034	2573	chr6	54255029	54255010	+	5.586	4.35	>>	0	27	63
1035	5816	chr1	101711018	101710999	+	5.543	9.15	>>	0	27	63
1036	2139	chr5	39644761	39644742	-	5.54	3.531	>>	0	27	63
1037	3629	chr8	90795201	90795182	-	5.516	4.996	>>	0	27	63
1038	7141	chr1	23162646	23162627	+	5.51	1.562	>>	0	27	63
1039	6739	chr1	78165563	78165544	+	5.477	7.39	>>	0	27	63
1040	833	chr2	96584106	96584087	-	5.44	3.29	>>	0	27	63
1041	5345	chr1	72070473	72070454	+	5.426	11.336	>>	0	27	63
1042	5222	chr1	24708691	24708672	+	5.414	9.914	>>	0	27	63
1043	3642	chr8	92367135	92367116	-	5.406	6.984	>>	0	27	63
1044	7049	chr1	83866777	83866758	+	5.4	23.0	>>	0	27	63
1045	5690	chr1	55322636	55322617	-	5.4	7.0	>>	0	27	63
1046	2666	chr6	88893771	88893752	-	5.395	16.78	>>	0	27	63
1047	7383	chr1	8718731	8718712	-	5.383	8.6	>>	0	27	63
1048	5322	chr1	59220179	59220160	-	5.38	2.5	>>	0	27	63
1049	6013	chr1	60784526	60784507	+	5.367	16.06	>>	0	27	63
1050	1526	chr3	153658591	153658572	+	5.33	6.258	>>	0	27	63
1051	4108	chr9	77386949	77386930	-	5.312	12.24	>>	0	27	63
1052	4537	chr1	83219903	83219884	+	5.312	6.188	>>	0	27	63
1053	2480	chr6	15176967	15176948	-	5.31	2.947	>>	0	27	63
1054	1004	chr2	152604207	152604188	-	5.27	19.44	>>	0	27	63
1055	693	chr2	39003369	39003350	-	5.26	1.671	>>	0	27	63
1056	6651	chr1	31425707	31425688	-	5.254	13.484	>>	0	27	63
1057	2418	chr5	137503018	137502999	-	5.227	3.691	>>	0	27	63
1058	7118	chr1	13973086	13973067	-	5.207	0.71	>>	0	27	63
1059	6996	chr1	68849016	68848997	-	5.2	1.891	>>	0	27	63
1060	914	chr2	128408931	128408912	-	5.19	8.72	>>	0	27	63
1061	6107	chr1	97559790	97559771	-	5.16	2.041	>>	0	27	63
1062	3548	chr8	67903864	67903845	-	5.13	6.113	>>	0	27	63
1063	5999	chr1	56888181	56888162	-	5.125	3.316	>>	0	27	63
1064	1917	chr4	132198465	132198446	+	5.125	11.19	>>	0	27	63
1065	694	chr2	39005861	39005842	-	5.12	3.883	>>	0	27	63
1066	3307	chr7	137471679	137471660	-	5.1	19.97	>>	0	27	63
1067	2605	chr6	64949075	64949056	+	5.09	5.168	>>	0	27	63
1068	7129	chr1	16821148	16821129	+	5.043	1.935	>>	0	27	63
1069	828	chr2	93813566	93813547	+	5.04	13.086	>>	0	27	63
1070	2810	chr6	126481478	126481459	-	5.023	10.89	>>	0	27	63
1071	491	chr1	181881093	181881074	-	4.984	10.19	>>	0	27	63
1072	2747	chr6	108065822	108065803	-	4.977	6.67	>>	0	27	63
1073	1734	chr4	88550373	88550354	+	4.938	4.04	>>	0	27	63
1074	2417	chr5	137502167	137502148	+	4.867	8.81	>>	0	27	63
1075	3584	chr8	77618148	77618129	-	4.86	4.188	>>	0	27	63
1076	3236	chr7	120098024	120098005	+	4.855	7.22	>>	0	27	63
1077	778	chr2	75152706	75152687	-	4.824	10.55	>>	0	27	63
1078	4988	chr1	87950193	87950174	+	4.78	11.09	>>	0	27	63
1079	5002	chr1	94598936	94598917	-	4.746	10.49	>>	0	27	63
1080	22	chr1	10229119	10229100	+	4.746	0.972	>>	0	27	63
1081	3364	chr7	143476888	143476869	+	4.746	8.89	>>	0	27	63
1082	4197	chr9	102607693	102607674	-	4.715	3.604	>>	0	27	63
1083	3465	chr8	32009749	32009730	+	4.71	6.785	>>	0	27	63
1084	1371	chr3	99262117	99262098	-	4.707	1.889	>>	0	27	63
1085	7325	chr1	75607987	75607968	+	4.664	23.11	>>	0	27	63
1086	3060	chr7	75380211	75380192	-	4.64	2.41	>>	0	27	63
1087	1478	chr3	135863108	135863089	+	4.64	3.164	>>	0	27	63
1088	1730	chr4	87369015	87368996	-	4.625	9.125	>>	0	27	63
1089	3609	chr8	84639535	84639516	+	4.605	13.88	>>	0	27	63
1090	6343	chr1	74524301	74524282	+	4.586	13.7	>>	0	27	63
1091	6969	chr1	57007316	57007297	-	4.582	9.42	>>	0	27	63
1092	4715	chr1	30893985	30893966	+	4.547	0.9004	>>	0	27	63
1093	7545	chr1	57360190	57360171	-	4.543	2.654	>>	0	27	63
1094	3697	chr8	110102657	110102638	-	4.53	9.24	>>	0	27	63
1095	3300	chr7	135389259	135389240	-	4.53	9.336	>>	0	27	63
1096	2010	chr4	152527530	152527511	+	4.516	13.99	>>	0	27	63
1097	5826	chr1	103710441	103710422	+	4.5	4.57	>>	0	27	63
1098	4621	chr1	120896053	120896034	+	4.5	2.322	>>	0	27	63
1099	7087	chr1	5155632	5155613	-	4.484	6.39	>>	0	27	63
1100	5375	chr1	80141693	80141674	-	4.45	17.05	>>	0	27	63
1101	2340	chr5	118763566	118763547	-	4.418	12.81	>>	0	27	63
1102	5203	chr1	14150175	14150156	+	4.406	3.688	>>	0	27	63
1103	4657	chr1	128990300	128990281	-	4.4	8.03	>>	0	27	63
1104	4362	chr1	30834038	30834019	-	4.37	4.473	>>	0	27	63
1105	2551	chr6	50618483	50618464	+	4.367	12.766	>>	0	27	63
1106	6181	chr1	9748972	9748953	-	4.36	3.496	>>	0	27	63
1107	6766	chr1	92308164	92308145	-	4.355	11.22	>>	0	27	63
1108	564	chr2	9881964	9881945	-	4.355	2.918	>>	0	27	63
1109	3768	chr8	123106089	123106070	+	4.336	8.18	>>	0	27	63
1110	2253	chr5	98346264	98346245	+	4.324	2.342	>>	0	27	63
1111	4381	chr1	40249841	40249822	-	4.316	12.23	>>	0	27	63
1112	1489	chr3	141457685	141457666	+	4.312	4.707	>>	0	27	63
1113	3877	chr9	40192620	40192601	-	4.3	2.145	>>	0	27	63
1114	4091	chr9	72448248	72448229	+	4.29	7.78	>>	0	27	63
1115	5560	chr1	24316809	24316790	-	4.273	3.682	>>	0	27	63
1116	101	chr1	50927249	50927230	+	4.258	4.5	>>	0	27	63
1117	5054	chr1	102690417	102690398	-	4.223	12.195	>>	0	27	63
1118	1833	chr4	116627141	116627122	+	4.207	6.52	>>	0	27	63
1119	6368	chr1	76198817	76198798	+	4.164	10.72	>>	0	27	63
1120	6198	chr1	12113620	12113601	-	4.156	3.312	>>	0	27	63
1121	285	chr1	115675059	115675040	+	4.152	5.223	>>	0	27	63
1122	678	chr2	34644807	34644788	-	4.15	8.266	>>	0	27	63
1123	1082	chr2	166084974	166084955	-	4.133	18.12	>>	0	27	63
1124	4695	chr1	21571906	21571887	-	4.13	2.105	>>	0	27	63
1125	6180	chr1	9449709	9449690	-	4.062	0.543	>>	0	27	63
